 
"Scientific Name","Common Name","French Name","Order","Family","Subfamily","E","M","I","H","A","N",
"Nothocercus bonapartei","Highland Tinamou","Tinamou de Bonaparte","Tinamiformes","Tinamidae","","","","","","","",
"Tinamus major","Great Tinamou","Grand Tinamou","Tinamiformes","Tinamidae","","","","","","","",
"Crypturellus soui","Little Tinamou","Tinamou soui","Tinamiformes","Tinamidae","","","","","","","",
"Crypturellus cinnamomeus","Thicket Tinamou","Tinamou cannelle","Tinamiformes","Tinamidae","","","","","","","",
"Crypturellus boucardi","Slaty-breasted Tinamou","Tinamou de Boucard","Tinamiformes","Tinamidae","","","","","","","",
"Crypturellus kerriae","Choco Tinamou","Tinamou de Kerr","Tinamiformes","Tinamidae","","","","","","","",
"Dendrocygna viduata","White-faced Whistling-Duck","Dendrocygne veuf","Anseriformes","Anatidae","Dendrocygninae","","","","","","",
"Dendrocygna autumnalis","Black-bellied Whistling-Duck","Dendrocygne à ventre noir","Anseriformes","Anatidae","Dendrocygninae","","","","","","",
"Dendrocygna arborea","West Indian Whistling-Duck","Dendrocygne des Antilles","Anseriformes","Anatidae","Dendrocygninae","","","","","","",
"Dendrocygna bicolor","Fulvous Whistling-Duck","Dendrocygne fauve","Anseriformes","Anatidae","Dendrocygninae","","","","","","",
"Anser fabalis","Taiga Bean-Goose","Oie des moissons","Anseriformes","Anatidae","Anserinae","","","","","A","",
"Anser serrirostris","Tundra Bean-Goose","Oie de la toundra","Anseriformes","Anatidae","Anserinae","","","","","A","",
"Anser brachyrhynchus","Pink-footed Goose","Oie à bec court","Anseriformes","Anatidae","Anserinae","","","","","A","",
"Anser albifrons","Greater White-fronted Goose","Oie rieuse","Anseriformes","Anatidae","Anserinae","","","","","","",
"Anser erythropus","Lesser White-fronted Goose","Oie naine","Anseriformes","Anatidae","Anserinae","","","","","A","",
"Anser anser","Graylag Goose","Oie cendrée","Anseriformes","Anatidae","Anserinae","","","","","A","",
"Chen canagica","Emperor Goose","Oie empereur","Anseriformes","Anatidae","Anserinae","","","","","","",
"Chen caerulescens","Snow Goose","Oie des neiges","Anseriformes","Anatidae","Anserinae","","","","","","",
"Chen rossii","Ross's Goose","Oie de Ross","Anseriformes","Anatidae","Anserinae","","","","","","",
"Branta bernicla","Brant","Bernache cravant","Anseriformes","Anatidae","Anserinae","","","","","","",
"Branta leucopsis","Barnacle Goose","Bernache nonnette","Anseriformes","Anatidae","Anserinae","","","","","A","",
"Branta hutchinsii","Cackling Goose","Bernache de Hutchins","Anseriformes","Anatidae","Anserinae","","","","","","",
"Branta canadensis","Canada Goose","Bernache du Canada","Anseriformes","Anatidae","Anserinae","","","","","","",
"Branta sandvicensis","Hawaiian Goose","Bernache néné","Anseriformes","Anatidae","Anserinae","","","","H","","",
"Cygnus olor","Mute Swan","Cygne tuberculé","Anseriformes","Anatidae","Anserinae","","","I","","","",
"Cygnus buccinator","Trumpeter Swan","Cygne trompette","Anseriformes","Anatidae","Anserinae","","","","","","",
"Cygnus columbianus","Tundra Swan","Cygne siffleur","Anseriformes","Anatidae","Anserinae","","","","","","",
"Cygnus cygnus","Whooper Swan","Cygne chanteur","Anseriformes","Anatidae","Anserinae","","","","","","",
"Sarkidiornis melanotos","Comb Duck","Canard à bosse","Anseriformes","Anatidae","Tadorninae","","","","","","",
"Neochen jubata","Orinoco Goose","Ouette de l'Orénoque","Anseriformes","Anatidae","Tadorninae","","","","","A","",
"Cairina moschata","Muscovy Duck","Canard musqué","Anseriformes","Anatidae","Anatinae","","","","","","",
"Aix sponsa","Wood Duck","Canard branchu","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas strepera","Gadwall","Canard chipeau","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas falcata","Falcated Duck","Canard à faucilles","Anseriformes","Anatidae","Anatinae","","","","","A","",
"Anas penelope","Eurasian Wigeon","Canard siffleur","Anseriformes","Anatidae","Anatinae","","","","","","N",
"Anas americana","American Wigeon","Canard d'Amérique","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas rubripes","American Black Duck","Canard noir","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas platyrhynchos","Mallard","Canard colvert","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas fulvigula","Mottled Duck","Canard brun","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas wyvilliana","Hawaiian Duck","Canard des Hawaï","Anseriformes","Anatidae","Anatinae","","","","H","","",
"Anas laysanensis","Laysan Duck","Canard de Laysan","Anseriformes","Anatidae","Anatinae","","","","H","","",
"Anas zonorhyncha","Eastern Spot-billed Duck","Canard de Chine","Anseriformes","Anatidae","Anatinae","","","","","A","",
"Anas discors","Blue-winged Teal","Sarcelle à ailes bleues","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas cyanoptera","Cinnamon Teal","Sarcelle cannelle","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas clypeata","Northern Shoveler","Canard souchet","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas bahamensis","White-cheeked Pintail","Canard des Bahamas","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas acuta","Northern Pintail","Canard pilet","Anseriformes","Anatidae","Anatinae","","","","","","",
"Anas querquedula","Garganey","Sarcelle d'été","Anseriformes","Anatidae","Anatinae","","","","","","N",
"Anas formosa","Baikal Teal","Sarcelle élégante","Anseriformes","Anatidae","Anatinae","","","","","A","",
"Anas crecca","Green-winged Teal","Sarcelle d'hiver","Anseriformes","Anatidae","Anatinae","","","","","","",
"Aythya valisineria","Canvasback","Fuligule à dos blanc","Anseriformes","Anatidae","Anatinae","","","","","","",
"Aythya americana","Redhead","Fuligule à tête rouge","Anseriformes","Anatidae","Anatinae","","","","","","",
"Aythya ferina","Common Pochard","Fuligule milouin","Anseriformes","Anatidae","Anatinae","","","","","A","",
"Aythya collaris","Ring-necked Duck","Fuligule à collier","Anseriformes","Anatidae","Anatinae","","","","","","",
"Aythya fuligula","Tufted Duck","Fuligule morillon","Anseriformes","Anatidae","Anatinae","","","","","","",
"Aythya marila","Greater Scaup","Fuligule milouinan","Anseriformes","Anatidae","Anatinae","","","","","","",
"Aythya affinis","Lesser Scaup","Petit Fuligule","Anseriformes","Anatidae","Anatinae","","","","","","",
"Polysticta stelleri","Steller's Eider","Eider de Steller","Anseriformes","Anatidae","Anatinae","","","","","","",
"Somateria fischeri","Spectacled Eider","Eider à lunettes","Anseriformes","Anatidae","Anatinae","","","","","","",
"Somateria spectabilis","King Eider","Eider à tête grise","Anseriformes","Anatidae","Anatinae","","","","","","",
"Somateria mollissima","Common Eider","Eider à duvet","Anseriformes","Anatidae","Anatinae","","","","","","",
"Histrionicus histrionicus","Harlequin Duck","Arlequin plongeur","Anseriformes","Anatidae","Anatinae","","","","","","",
"Camptorhynchus labradorius","Labrador Duck","Eider du Labrador","Anseriformes","Anatidae","Anatinae","E","","","","","",
"Melanitta perspicillata","Surf Scoter","Macreuse à front blanc","Anseriformes","Anatidae","Anatinae","","","","","","",
"Melanitta fusca","White-winged Scoter","Macreuse brune","Anseriformes","Anatidae","Anatinae","","","","","","",
"Melanitta americana","Black Scoter","Macreuse à bec jaune","Anseriformes","Anatidae","Anatinae","","","","","","",
"Clangula hyemalis","Long-tailed Duck","Harelde kakawi","Anseriformes","Anatidae","Anatinae","","","","","","",
"Bucephala albeola","Bufflehead","Petit Garrot","Anseriformes","Anatidae","Anatinae","","","","","","",
"Bucephala clangula","Common Goldeneye","Garrot à oeil d'or","Anseriformes","Anatidae","Anatinae","","","","","","",
"Bucephala islandica","Barrow's Goldeneye","Garrot d'Islande","Anseriformes","Anatidae","Anatinae","","","","","","",
"Mergellus albellus","Smew","Harle piette","Anseriformes","Anatidae","Anatinae","","","","","","N",
"Lophodytes cucullatus","Hooded Merganser","Harle couronné","Anseriformes","Anatidae","Anatinae","","","","","","",
"Mergus merganser","Common Merganser","Grand Harle","Anseriformes","Anatidae","Anatinae","","","","","","",
"Mergus serrator","Red-breasted Merganser","Harle huppé","Anseriformes","Anatidae","Anatinae","","","","","","",
"Nomonyx dominicus","Masked Duck","Érismature routoutou","Anseriformes","Anatidae","Anatinae","","","","","","",
"Oxyura jamaicensis","Ruddy Duck","Érismature rousse","Anseriformes","Anatidae","Anatinae","","","","","","",
"Ortalis vetula","Plain Chachalaca","Ortalide chacamel","Galliformes","Cracidae","","","","","","","",
"Ortalis cinereiceps","Gray-headed Chachalaca","Ortalide à tête grise","Galliformes","Cracidae","","","","","","","",
"Ortalis ruficauda","Rufous-vented Chachalaca","Ortalide à ventre roux","Galliformes","Cracidae","","","","","","","",
"Ortalis wagleri","Rufous-bellied Chachalaca","Ortalide à ventre marron","Galliformes","Cracidae","","","","","","","",
"Ortalis poliocephala","West Mexican Chachalaca","Ortalide de Wagler","Galliformes","Cracidae","","","","","","","",
"Ortalis leucogastra","White-bellied Chachalaca","Ortalide à ventre blanc","Galliformes","Cracidae","","","","","","","",
"Penelope purpurascens","Crested Guan","Pénélope panachée","Galliformes","Cracidae","","","","","","","",
"Chamaepetes unicolor","Black Guan","Pénélope unicolore","Galliformes","Cracidae","","","","","","","",
"Penelopina nigra","Highland Guan","Pénélope pajuil","Galliformes","Cracidae","","","","","","","",
"Oreophasis derbianus","Horned Guan","Oréophase cornu","Galliformes","Cracidae","","","","","","","",
"Crax rubra","Great Curassow","Grand Hocco","Galliformes","Cracidae","","","","","","","",
"Numida meleagris","Helmeted Guineafowl","Pintade de Numidie","Galliformes","Numididae","","","","I","","","",
"Dendrortyx barbatus","Bearded Wood-Partridge","Colin barbu","Galliformes","Odontophoridae","","","","","","","",
"Dendrortyx macroura","Long-tailed Wood-Partridge","Colin à longue queue","Galliformes","Odontophoridae","","","","","","","",
"Dendrortyx leucophrys","Buffy-crowned Wood-Partridge","Colin à sourcils blancs","Galliformes","Odontophoridae","","","","","","","",
"Oreortyx pictus","Mountain Quail","Colin des montagnes","Galliformes","Odontophoridae","","","","","","","",
"Callipepla squamata","Scaled Quail","Colin écaillé","Galliformes","Odontophoridae","","","","","","","",
"Callipepla douglasii","Elegant Quail","Colin élégant","Galliformes","Odontophoridae","","","","","","","",
"Callipepla californica","California Quail","Colin de Californie","Galliformes","Odontophoridae","","","","","","","",
"Callipepla gambelii","Gambel's Quail","Colin de Gambel","Galliformes","Odontophoridae","","","","","","","",
"Philortyx fasciatus","Banded Quail","Colin barré","Galliformes","Odontophoridae","","","","","","","",
"Colinus virginianus","Northern Bobwhite","Colin de Virginie","Galliformes","Odontophoridae","","","","","","","",
"Colinus nigrogularis","Black-throated Bobwhite","Colin à gorge noire","Galliformes","Odontophoridae","","","","","","","",
"Colinus cristatus","Crested Bobwhite","Colin huppé","Galliformes","Odontophoridae","","","","","","","",
"Odontophorus gujanensis","Marbled Wood-Quail","Tocro de Guyane","Galliformes","Odontophoridae","","","","","","","",
"Odontophorus melanotis","Black-eared Wood-Quail","Tocro à face noire","Galliformes","Odontophoridae","","","","","","","",
"Odontophorus dialeucos","Tacarcuna Wood-Quail","Tocro du Panama","Galliformes","Odontophoridae","","","","","","","",
"Odontophorus leucolaemus","Black-breasted Wood-Quail","Tocro à poitrine noire","Galliformes","Odontophoridae","","","","","","","",
"Odontophorus guttatus","Spotted Wood-Quail","Tocro tacheté","Galliformes","Odontophoridae","","","","","","","",
"Dactylortyx thoracicus","Singing Quail","Colin chanteur","Galliformes","Odontophoridae","","","","","","","",
"Cyrtonyx montezumae","Montezuma Quail","Colin arlequin","Galliformes","Odontophoridae","","","","","","","",
"Cyrtonyx ocellatus","Ocellated Quail","Colin ocellé","Galliformes","Odontophoridae","","","","","","","",
"Rhynchortyx cinctus","Tawny-faced Quail","Colin ceinturé","Galliformes","Odontophoridae","","","","","","","",
"Alectoris chukar","Chukar","Perdrix choukar","Galliformes","Phasianidae","Phasianinae","","","I","","","",
"Francolinus pondicerianus","Gray Francolin","Francolin gris","Galliformes","Phasianidae","Phasianinae","","","I","H","","",
"Francolinus francolinus","Black Francolin","Francolin noir","Galliformes","Phasianidae","Phasianinae","","","I","H","","",
"Francolinus erckelii","Erckel's Francolin","Francolin d'Erckel","Galliformes","Phasianidae","Phasianinae","","","I","H","","",
"Tetraogallus himalayensis","Himalayan Snowcock","Tétraogalle de l'Himalaya","Galliformes","Phasianidae","Phasianinae","","","I","","","",
"Perdix perdix","Gray Partridge","Perdrix grise","Galliformes","Phasianidae","Phasianinae","","","I","","","",
"Coturnix japonica","Japanese Quail","Caille du Japon","Galliformes","Phasianidae","Phasianinae","","","I","H","","",
"Gallus gallus","Red Junglefowl","Coq bankiva","Galliformes","Phasianidae","Phasianinae","","","I","H","","",
"Lophura leucomelanos","Kalij Pheasant","Faisan leucomèle","Galliformes","Phasianidae","Phasianinae","","","I","H","","",
"Phasianus colchicus","Ring-necked Pheasant","Faisan de Colchide","Galliformes","Phasianidae","Phasianinae","","","I","","","",
"Pavo cristatus","Common Peafowl","Paon bleu","Galliformes","Phasianidae","Phasianinae","","","I","","","",
"Bonasa umbellus","Ruffed Grouse","Gélinotte huppée","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Centrocercus urophasianus","Greater Sage-Grouse","Tétras des armoises","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Centrocercus minimus","Gunnison Sage-Grouse","Tétras du Gunnison","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Falcipennis canadensis","Spruce Grouse","Tétras du Canada","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Lagopus lagopus","Willow Ptarmigan","Lagopède des saules","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Lagopus muta","Rock Ptarmigan","Lagopède alpin","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Lagopus leucura","White-tailed Ptarmigan","Lagopède à queue blanche","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Dendragapus obscurus","Dusky Grouse","Tétras sombre","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Dendragapus fuliginosus","Sooty Grouse","Tétras fuligineux","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Tympanuchus phasianellus","Sharp-tailed Grouse","Tétras à queue fine","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Tympanuchus cupido","Greater Prairie-Chicken","Tétras des prairies","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Tympanuchus pallidicinctus","Lesser Prairie-Chicken","Tétras pâle","Galliformes","Phasianidae","Tetraoninae","","","","","","",
"Meleagris gallopavo","Wild Turkey","Dindon sauvage","Galliformes","Phasianidae","Meleagridinae","","","","","","",
"Meleagris ocellata","Ocellated Turkey","Dindon ocellé","Galliformes","Phasianidae","Meleagridinae","","","","","","",
"Gavia stellata","Red-throated Loon","Plongeon catmarin","Gaviiformes","Gaviidae","","","","","","","",
"Gavia arctica","Arctic Loon","Plongeon arctique","Gaviiformes","Gaviidae","","","","","","","",
"Gavia pacifica","Pacific Loon","Plongeon du Pacifique","Gaviiformes","Gaviidae","","","","","","","",
"Gavia immer","Common Loon","Plongeon huard","Gaviiformes","Gaviidae","","","","","","","",
"Gavia adamsii","Yellow-billed Loon","Plongeon à bec blanc","Gaviiformes","Gaviidae","","","","","","","",
"Tachybaptus dominicus","Least Grebe","Grèbe minime","Podicipediformes","Podicipedidae","","","","","","","",
"Podilymbus podiceps","Pied-billed Grebe","Grèbe à bec bigarré","Podicipediformes","Podicipedidae","","","","","","","",
"Podilymbus gigas","Atitlan Grebe","Grèbe de l'Atitlan","Podicipediformes","Podicipedidae","","E","","","","","",
"Podiceps auritus","Horned Grebe","Grèbe esclavon","Podicipediformes","Podicipedidae","","","","","","","",
"Podiceps grisegena","Red-necked Grebe","Grèbe jougris","Podicipediformes","Podicipedidae","","","","","","","",
"Podiceps nigricollis","Eared Grebe","Grèbe à cou noir","Podicipediformes","Podicipedidae","","","","","","","",
"Aechmophorus occidentalis","Western Grebe","Grèbe élégant","Podicipediformes","Podicipedidae","","","","","","","",
"Aechmophorus clarkii","Clark's Grebe","Grèbe à face blanche","Podicipediformes","Podicipedidae","","","","","","","",
"Phoenicopterus ruber","American Flamingo","Flamant des Caraïbes","Phoenicopteriformes","Phoenicopteridae","","","","","","","",
"Thalassarche chlororhynchos","Yellow-nosed Albatross","Albatros à nez jaune","Procellariiformes","Diomedeidae","","","","","","A","",
"Thalassarche cauta","Shy Albatross","Albatros à cape blanche","Procellariiformes","Diomedeidae","","","","","","A","",
"Thalassarche melanophris","Black-browed Albatross","Albatros à sourcils noirs","Procellariiformes","Diomedeidae","","","","","","A","",
"Phoebetria palpebrata","Light-mantled Albatross","Albatros fuligineux","Procellariiformes","Diomedeidae","","","","","","A","",
"Diomedea exulans","Wandering Albatross","Albatros hurleur","Procellariiformes","Diomedeidae","","","","","","A","",
"Phoebastria immutabilis","Laysan Albatross","Albatros de Laysan","Procellariiformes","Diomedeidae","","","","","","","",
"Phoebastria nigripes","Black-footed Albatross","Albatros à pieds noirs","Procellariiformes","Diomedeidae","","","","","","","",
"Phoebastria albatrus","Short-tailed Albatross","Albatros à queue courte","Procellariiformes","Diomedeidae","","","","","","","N",
"Fulmarus glacialis","Northern Fulmar","Fulmar boréal","Procellariiformes","Procellariidae","","","","","","","",
"Pterodroma macroptera","Great-winged Petrel","Pétrel noir","Procellariiformes","Procellariidae","","","","","","A","",
"Pterodroma neglecta","Kermadec Petrel","Pétrel des Kermadec","Procellariiformes","Procellariidae","","","","","","A","",
"Pterodroma arminjoniana","Herald Petrel","Pétrel de la Trinité du Sud","Procellariiformes","Procellariidae","","","","","","A","",
"Pterodroma ultima","Murphy's Petrel","Pétrel de Murphy","Procellariiformes","Procellariidae","","","","","","","N",
"Pterodroma inexpectata","Mottled Petrel","Pétrel maculé","Procellariiformes","Procellariidae","","","","","","A","",
"Pterodroma cahow","Bermuda Petrel","Pétrel des Bermudes","Procellariiformes","Procellariidae","","","","","","","",
"Pterodroma hasitata","Black-capped Petrel","Pétrel diablotin","Procellariiformes","Procellariidae","","","","","","","",
"Pterodroma externa","Juan Fernandez Petrel","Pétrel de Juan Fernandez","Procellariiformes","Procellariidae","","","","","","","N",
"Pterodroma phaeopygia","Galapagos Petrel","Pétrel des Galapagos","Procellariiformes","Procellariidae","","","","","","","N",
"Pterodroma sandwichensis","Hawaiian Petrel","Pétrel des Hawaï","Procellariiformes","Procellariidae","","","","","","","",
"Pterodroma cervicalis","White-necked Petrel","Pétrel à col blanc","Procellariiformes","Procellariidae","","","","","H","","",
"Pterodroma hypoleuca","Bonin Petrel","Pétrel des Bonin","Procellariiformes","Procellariidae","","","","","H","","",
"Pterodroma nigripennis","Black-winged Petrel","Pétrel à ailes noires","Procellariiformes","Procellariidae","","","","","H","A","",
"Pterodroma cookii","Cook's Petrel","Pétrel de Cook","Procellariiformes","Procellariidae","","","","","","","N",
"Pterodroma longirostris","Stejneger's Petrel","Pétrel de Stejneger","Procellariiformes","Procellariidae","","","","","","A","",
"Bulweria bulwerii","Bulwer's Petrel","Pétrel de Bulwer","Procellariiformes","Procellariidae","","","","","","","",
"Bulweria fallax","Jouanin's Petrel","Pétrel de Jouanin","Procellariiformes","Procellariidae","","","","","H","A","",
"Procellaria parkinsoni","Parkinson's Petrel","Puffin de Parkinson","Procellariiformes","Procellariidae","","","","","","","N",
"Calonectris leucomelas","Streaked Shearwater","Puffin leucomèle","Procellariiformes","Procellariidae","","","","","","A","",
"Calonectris diomedea","Cory's Shearwater","Puffin cendré","Procellariiformes","Procellariidae","","","","","","","N",
"Calonectris edwardsii","Cape Verde Shearwater","Puffin du Cap-Vert","Procellariiformes","Procellariidae","","","","","","A","",
"Puffinus creatopus","Pink-footed Shearwater","Puffin à pieds roses","Procellariiformes","Procellariidae","","","","","","","N",
"Puffinus carneipes","Flesh-footed Shearwater","Puffin à pieds pâles","Procellariiformes","Procellariidae","","","","","","","N",
"Puffinus gravis","Great Shearwater","Puffin majeur","Procellariiformes","Procellariidae","","","","","","","N",
"Puffinus pacificus","Wedge-tailed Shearwater","Puffin fouquet","Procellariiformes","Procellariidae","","","","","","","",
"Puffinus bulleri","Buller's Shearwater","Puffin de Buller","Procellariiformes","Procellariidae","","","","","","","N",
"Puffinus griseus","Sooty Shearwater","Puffin fuligineux","Procellariiformes","Procellariidae","","","","","","","N",
"Puffinus tenuirostris","Short-tailed Shearwater","Puffin à bec grêle","Procellariiformes","Procellariidae","","","","","","","N",
"Puffinus nativitatis","Christmas Shearwater","Puffin de la Nativité","Procellariiformes","Procellariidae","","","","","H","","",
"Puffinus puffinus","Manx Shearwater","Puffin des Anglais","Procellariiformes","Procellariidae","","","","","","","",
"Puffinus auricularis","Townsend's Shearwater","Puffin de Townsend","Procellariiformes","Procellariidae","","","","","","","",
"Puffinus opisthomelas","Black-vented Shearwater","Puffin cul-noir","Procellariiformes","Procellariidae","","","","","","","",
"Puffinus lherminieri","Audubon's Shearwater","Puffin d'Audubon","Procellariiformes","Procellariidae","","","","","","","",
"Puffinus assimilis","Little Shearwater","Petit Puffin","Procellariiformes","Procellariidae","","","","","","A","",
"Oceanites oceanicus","Wilson's Storm-Petrel","Océanite de Wilson","Procellariiformes","Hydrobatidae","","","","","","","N",
"Pelagodroma marina","White-faced Storm-Petrel","Océanite frégate","Procellariiformes","Hydrobatidae","","","","","","A","",
"Hydrobates pelagicus","European Storm-Petrel","Océanite tempête","Procellariiformes","Hydrobatidae","","","","","","A","",
"Fregetta tropica","Black-bellied Storm-Petrel","Océanite à ventre noir","Procellariiformes","Hydrobatidae","","","","","","A","",
"Oceanodroma furcata","Fork-tailed Storm-Petrel","Océanite à queue fourchue","Procellariiformes","Hydrobatidae","","","","","","","",
"Oceanodroma hornbyi","Ringed Storm-Petrel","Océanite de Hornby","Procellariiformes","Hydrobatidae","","","","","","A","",
"Oceanodroma monorhis","Swinhoe's Storm-Petrel","Océanite de Swinhoe","Procellariiformes","Hydrobatidae","","","","","","A","",
"Oceanodroma leucorhoa","Leach's Storm-Petrel","Océanite cul-blanc","Procellariiformes","Hydrobatidae","","","","","","","",
"Oceanodroma homochroa","Ashy Storm-Petrel","Océanite cendré","Procellariiformes","Hydrobatidae","","","","","","","",
"Oceanodroma castro","Band-rumped Storm-Petrel","Océanite de Castro","Procellariiformes","Hydrobatidae","","","","","","","N",
"Oceanodroma tethys","Wedge-rumped Storm-Petrel","Océanite téthys","Procellariiformes","Hydrobatidae","","","","","","","N",
"Oceanodroma melania","Black Storm-Petrel","Océanite noir","Procellariiformes","Hydrobatidae","","","","","","","",
"Oceanodroma macrodactyla","Guadalupe Storm-Petrel","Océanite de Guadalupe","Procellariiformes","Hydrobatidae","","E","","","","","",
"Oceanodroma markhami","Markham's Storm-Petrel","Océanite de Markham","Procellariiformes","Hydrobatidae","","","","","","A","",
"Oceanodroma tristrami","Tristram's Storm-Petrel","Océanite de Tristram","Procellariiformes","Hydrobatidae","","","","","H","","",
"Oceanodroma microsoma","Least Storm-Petrel","Océanite minute","Procellariiformes","Hydrobatidae","","","","","","","",
"Phaethon lepturus","White-tailed Tropicbird","Phaéton à bec jaune","Phaethontiformes","Phaethontidae","","","","","","","",
"Phaethon aethereus","Red-billed Tropicbird","Phaéton à bec rouge","Phaethontiformes","Phaethontidae","","","","","","","",
"Phaethon rubricauda","Red-tailed Tropicbird","Phaéton à brins rouges","Phaethontiformes","Phaethontidae","","","","","","","",
"Jabiru mycteria","Jabiru","Jabiru d'Amérique","Ciconiiformes","Ciconiidae","","","","","","","",
"Mycteria americana","Wood Stork","Tantale d'Amérique","Ciconiiformes","Ciconiidae","","","","","","","",
"Fregata magnificens","Magnificent Frigatebird","Frégate superbe","Suliformes","Fregatidae","","","","","","","",
"Fregata minor","Great Frigatebird","Frégate du Pacifique","Suliformes","Fregatidae","","","","","","","",
"Fregata ariel","Lesser Frigatebird","Frégate ariel","Suliformes","Fregatidae","","","","","","A","",
"Sula dactylatra","Masked Booby","Fou masqué","Suliformes","Sulidae","","","","","","","",
"Sula granti","Nazca Booby","Fou de Grant","Suliformes","Sulidae","","","","","","","",
"Sula nebouxii","Blue-footed Booby","Fou à pieds bleus","Suliformes","Sulidae","","","","","","","",
"Sula variegata","Peruvian Booby","Fou varié","Suliformes","Sulidae","","","","","","A","",
"Sula leucogaster","Brown Booby","Fou brun","Suliformes","Sulidae","","","","","","","",
"Sula sula","Red-footed Booby","Fou à pieds rouges","Suliformes","Sulidae","","","","","","","",
"Morus bassanus","Northern Gannet","Fou de Bassan","Suliformes","Sulidae","","","","","","","",
"Phalacrocorax penicillatus","Brandt's Cormorant","Cormoran de Brandt","Suliformes","Phalacrocoracidae","","","","","","","",
"Phalacrocorax brasilianus","Neotropic Cormorant","Cormoran vigua","Suliformes","Phalacrocoracidae","","","","","","","",
"Phalacrocorax auritus","Double-crested Cormorant","Cormoran à aigrettes","Suliformes","Phalacrocoracidae","","","","","","","",
"Phalacrocorax carbo","Great Cormorant","Grand Cormoran","Suliformes","Phalacrocoracidae","","","","","","","",
"Phalacrocorax urile","Red-faced Cormorant","Cormoran à face rouge","Suliformes","Phalacrocoracidae","","","","","","","",
"Phalacrocorax pelagicus","Pelagic Cormorant","Cormoran pélagique","Suliformes","Phalacrocoracidae","","","","","","","",
"Anhinga anhinga","Anhinga","Anhinga d'Amérique","Suliformes","Anhingidae","","","","","","","",
"Pelecanus erythrorhynchos","American White Pelican","Pélican d'Amérique","Pelecaniformes","Pelecanidae","","","","","","","",
"Pelecanus occidentalis","Brown Pelican","Pélican brun","Pelecaniformes","Pelecanidae","","","","","","","",
"Botaurus pinnatus","Pinnated Bittern","Butor mirasol","Pelecaniformes","Ardeidae","","","","","","","",
"Botaurus lentiginosus","American Bittern","Butor d'Amérique","Pelecaniformes","Ardeidae","","","","","","","",
"Ixobrychus sinensis","Yellow Bittern","Blongios de Chine","Pelecaniformes","Ardeidae","","","","","","A","",
"Ixobrychus exilis","Least Bittern","Petit Blongios","Pelecaniformes","Ardeidae","","","","","","","",
"Ixobrychus minutus","Little Bittern","Blongios nain","Pelecaniformes","Ardeidae","","","","","","A","",
"Tigrisoma lineatum","Rufescent Tiger-Heron","Onoré rayé","Pelecaniformes","Ardeidae","","","","","","","",
"Tigrisoma fasciatum","Fasciated Tiger-Heron","Onoré fascié","Pelecaniformes","Ardeidae","","","","","","","",
"Tigrisoma mexicanum","Bare-throated Tiger-Heron","Onoré du Mexique","Pelecaniformes","Ardeidae","","","","","","","",
"Ardea herodias","Great Blue Heron","Grand Héron","Pelecaniformes","Ardeidae","","","","","","","",
"Ardea cinerea","Gray Heron","Héron cendré","Pelecaniformes","Ardeidae","","","","","","A","",
"Ardea cocoi","Cocoi Heron","Héron cocoi","Pelecaniformes","Ardeidae","","","","","","","",
"Ardea purpurea","Purple Heron","Héron pourpré","Pelecaniformes","Ardeidae","","","","","","A","",
"Ardea alba","Great Egret","Grande Aigrette","Pelecaniformes","Ardeidae","","","","","","","",
"Mesophoyx intermedia","Intermediate Egret","Héron intermédiaire","Pelecaniformes","Ardeidae","","","","","","A","",
"Egretta eulophotes","Chinese Egret","Aigrette de Chine","Pelecaniformes","Ardeidae","","","","","","A","",
"Egretta garzetta","Little Egret","Aigrette garzette","Pelecaniformes","Ardeidae","","","","","","A","",
"Egretta gularis","Western Reef-Heron","Aigrette à gorge blanche","Pelecaniformes","Ardeidae","","","","","","A","",
"Egretta thula","Snowy Egret","Aigrette neigeuse","Pelecaniformes","Ardeidae","","","","","","","",
"Egretta caerulea","Little Blue Heron","Aigrette bleue","Pelecaniformes","Ardeidae","","","","","","","",
"Egretta tricolor","Tricolored Heron","Aigrette tricolore","Pelecaniformes","Ardeidae","","","","","","","",
"Egretta rufescens","Reddish Egret","Aigrette roussâtre","Pelecaniformes","Ardeidae","","","","","","","",
